,BRANDNM,CARTYPENM,CARYY,KM,SALAMT,source
2158,HYUNDAI,VERNA,2016,74339,318000,HOT
2159,HONDA,HR-V,2019,13551,758000,HOT
2160,MITSUBISHI,DELICA,2011,100355,285000,HOT
2161,TOYOTA,RAV4,2011,162165,398000,HOT
2162,BMW,323I,2006,192165,195000,HOT
2163,BMW,328I,2013,152200,980000,HOT
2164,BMW,320I,2005,182944,258000,HOT
2165,MAZDA,CX-3,2018,18935,780000,HOT
2166,AUDI,A4 AVANT,2014,60625,968000,HOT
2167,SKODA,YETI,2012,96890,428000,HOT
2168,TOYOTA,CAMRY,2017,92606,660000,HOT
2169,VOLKSWAGEN,GOLF VARIANT,2012,70306,428000,HOT
2170,VOLKSWAGEN,GOLF,2010,58627,298000,HOT
2171,TOYOTA,ALTIS,2005,229716,170000,HOT
2172,NISSAN,LIVINA,2017,83964,415000,HOT
2173,JAGUAR,XJ-6,2004,195250,498000,HOT
2174,TOYOTA,VIOS,2016,91361,399000,HOT
2175,NISSAN,TIIDA,2015,85500,420000,HOT
2176,MAZDA,MAZDA 3,2016,100947,635000,HOT
2177,HYUNDAI,IX35,2010,130547,330000,HOT
2178,FORD,FOCUS,2018,32379,720000,HOT
2179,HONDA,FIT,2016,99254,460000,HOT
2180,TOYOTA,SIENTA,2017,49761,580000,HOT
2181,MAZDA,MAZDA3 5門,2011,90199,365000,HOT
2182,NISSAN,X-TRAIL,2016,61850,660000,HOT
2183,M-BENZ,E200,2013,105144,990000,HOT
2184,TOYOTA,YARIS,2011,151260,320000,HOT
2185,M-BENZ,S350,2009,130091,799000,HOT
2186,M-BENZ,C250,2013,110951,840000,HOT
2187,TOYOTA,WISH,2015,108733,550000,HOT
2188,M-BENZ,E350,2013,77712,1098000,HOT
2189,TOYOTA,CAMRY,2011,116338,410000,HOT
2190,LEXUS,CT200h,2015,26360,848000,HOT
2191,MAZDA,MAZDA 5,2011,168444,330000,HOT
2192,TOYOTA,WISH,2009,174615,370000,HOT
2193,SUZUKI,SWIFT,2009,107463,285000,HOT
2194,HONDA,CR-V,2013,63404,638000,HOT
2195,MITSUBISHI,OUTLANDER,2012,77674,435000,HOT
2196,MITSUBISHI,CANTER,2009,395378,530000,HOT
2197,M-BENZ,E250,2013,59687,1188000,HOT
2198,HYUNDAI,IX35,2012,48005,480000,HOT
2199,NISSAN,TIIDA,2013,52326,468000,HOT
2200,M-BENZ,E200,2011,138868,788000,HOT
2201,M-BENZ,VITO,2016,202987,1198000,HOT
2202,HONDA,CR-V,2016,47732,599000,HOT
2203,M-BENZ,S350,2007,105741,580000,HOT
2204,M-BENZ,S320,2002,152168,250000,HOT
2205,VOLKSWAGEN,GOLF,2011,59393,388000,HOT
2206,BMW,328I,2013,109781,920000,HOT
2207,TOYOTA,VIOS,2008,178939,178000,HOT
2208,HYUNDAI,MATRIX,2009,84987,220000,HOT
2209,M-BENZ,ML350,2012,396315,888000,HOT
2210,BMW,323I,2005,158032,258000,HOT
2211,VOLKSWAGEN,TOURAN,2012,178819,318000,HOT
2212,BMW,X5,2008,207889,388000,HOT
2213,MINI,COUNTRYMAN,2011,162224,618000,HOT
2214,VOLVO,V40,2013,124006,628000,HOT
2215,NISSAN,ROGUE,2014,123887,358000,HOT
2216,AUDI,A6 AVANT,2010,171593,618000,HOT
2217,NISSAN,LIVINA,2008,243532,198000,HOT
2218,FORD,FOCUS 四門,2009,97972,158000,HOT
2219,VOLKSWAGEN,GOLF VARIANT,2016,79352,708000,HOT
2220,INFINITI,Q50,2017,43704,938000,HOT
2221,NISSAN,MARCH,2002,183789,78000,HOT
2222,HONDA,CR-V,2006,123173,198000,HOT
2223,VOLKSWAGEN,TIGUAN,2014,97491,500000,HOT
2224,M-BENZ,C180,2017,91874,1588000,HOT
2225,VOLKSWAGEN,TIGUAN,2018,83902,928000,HOT
2226,MAZDA,MAZDA 3,2015,98921,588000,HOT
2227,SUBARU,FORESTER,2015,210006,568000,HOT
2228,SKODA,CITIGO,2018,35172,378000,HOT
2229,SUBARU,XV,2017,120804,638000,HOT
2230,PORSCHE,CAYENNE,2014,158268,1680000,HOT
2231,NISSAN,TIIDA 5門,2006,155947,158000,HOT
2232,HONDA,ACCORD,2005,280710,108000,HOT
2233,HONDA,CIVIC,2008,166171,288000,HOT
2234,TOYOTA,CAMRY HYBRID,2015,107463,498000,HOT
2235,FORD,TIERRA,2004,128084,88000,HOT
2236,AUDI,Q5,2011,133232,658000,HOT
2237,M-BENZ,CLA250,2015,64526,1190000,HOT
2238,BMW,520I,2012,155911,689000,HOT
2239,TOYOTA,VIOS,2008,195512,148000,HOT
2240,HYUNDAI,PORTER,2013,94282,368000,HOT
2241,TOYOTA,ALTIS,2007,163741,248000,HOT
2242,M-BENZ,C250,2013,117015,769000,HOT
2243,BMW,528I,2013,108389,889000,HOT
2244,LEXUS,ES300h,2014,84131,739000,HOT
2245,TOYOTA,CAMRY,2008,148803,289000,HOT
2246,BMW,528I,2014,104314,990000,HOT
2247,MAZDA,MAZDA 5,2006,193859,178000,HOT
2248,TOYOTA,CAMRY,2005,162651,168000,HOT
2249,M-BENZ,E400,2015,69886,1459000,HOT
2250,BMW,320 GT,2015,114606,999000,HOT
2251,TOYOTA,ZACE SURF,2002,174823,138000,HOT
2252,MAZDA,CX-5,2015,96605,598000,HOT
2253,MAZDA,MAZDA 3,2015,115270,558000,HOT
2254,MAZDA,MAZDA 2,2013,196946,275000,HOT
2255,PORSCHE,CAYENNE,2012,112889,1159000,HOT
2256,M-BENZ,CLA250,2016,112497,1099000,HOT
2257,MAZDA,MAZDA 6,2011,162104,298000,HOT
2258,SUZUKI,CARRY,2011,63436,238000,HOT
2259,NISSAN,X-TRAIL,2008,206094,198000,HOT
2260,TOYOTA,ALTIS,2008,219315,268000,HOT
2261,LEXUS,IS250,2006,149223,298000,HOT
2262,BMW,520I,2014,117906,988000,HOT
2263,M-BENZ,VITO,2019,23500,1498000,HOT
2264,VOLKSWAGEN,T6 CARAVELLE,2019,23301,1298000,HOT
2265,HYUNDAI,MATRIX,2004,113721,98000,HOT
2266,VOLKSWAGEN,GOLF,2012,165208,388000,HOT
2267,MITSUBISHI,CANTER,2011,134211,588000,HOT
2268,TOYOTA,ALTIS,2006,171558,168000,HOT
2269,FORD,PR-Z,2007,68090,158000,HOT
2270,BMW,318I,2017,97717,1050000,HOT
2271,MAZDA,MAZDA 6,2004,160793,168000,HOT
2272,TOYOTA,ALTIS,2004,160272,168000,HOT
2273,MITSUBISHI,COLT PLUS,2007,119016,168000,HOT
2274,MITSUBISHI,CANTER,2012,248342,668000,HOT
2275,INFINITI,QX70,2014,178252,668000,HOT
2276,M-BENZ,C300,2016,99451,1169000,HOT
2277,SUBARU,FORESTER,2013,184677,588000,HOT
2278,LEXUS,RX450h,2010,242871,730000,HOT
2279,TOYOTA,CAMRY HYBRID,2014,136133,458000,HOT
2280,VOLKSWAGEN,SCIROCCO,2011,124181,538000,HOT
2281,BMW,428I GRAN COUPE,2015,90152,1220000,HOT
2282,FORD,ECONOVAN,2012,73893,258000,HOT
2283,LEXUS,RX450h,2011,150477,730000,HOT
2284,AUDI,A3,2007,158980,258000,HOT
2285,SKODA,OCTAVIA,2016,17892,488000,HOT
2286,M-BENZ,CLA250,2016,56630,1288000,HOT
2287,MAZDA,MAZDA 3,2014,53851,398000,HOT
2288,FORD,FIESTA,2015,60687,388000,HOT
2289,TOYOTA,YARIS,2018,28590,498000,HOT
2290,BMW,X1,2017,105375,1168000,HOT
2291,HONDA,CR-V,2014,105800,559000,HOT
2292,LUXGEN,U6 TURBO,2016,101540,469000,HOT
2293,HYUNDAI,IX35,2013,83437,398000,HOT
2294,MITSUBISHI,ZINGER,2018,38098,538000,HOT
2295,M-BENZ,GLA200D,2016,41637,1069000,HOT
2296,NISSAN,SENTRA,2015,54322,389000,HOT
2297,INFINITI,QX70,2013,139380,699000,HOT
2298,AUDI,A3,2008,162270,298000,HOT
2299,FORD,KUGA,2013,197408,428000,HOT
2300,BMW,428I GRAN COUPE,2014,59346,1280000,HOT
2301,LEXUS,IS250,2008,141508,380000,HOT
2302,BMW,520I,2013,156465,825000,HOT
2303,LEXUS,RX450h,2011,174417,565000,HOT
2304,SUZUKI,SWIFT,2015,85931,398000,HOT
2305,TOYOTA,ALTIS,2013,89791,398000,HOT
2306,TOYOTA,CAMRY,2015,63015,538000,HOT
2307,TOYOTA,YARIS,2007,203310,198000,HOT
2308,TOYOTA,ALTIS,2008,185891,255000,HOT
2309,FORD,FOCUS 五門,2014,149574,435000,HOT
2310,NISSAN,LIVINA,2016,81752,388000,HOT
2311,M-BENZ,E250,2013,122027,1059000,HOT
2312,BMW,528I,2012,143677,828000,HOT
2313,VOLVO,XC60,2014,119072,799000,HOT
2314,TOYOTA,VIOS,2011,108799,218000,HOT
2315,M-BENZ,E350,2011,149518,698000,HOT
2316,TOYOTA,VIOS,2016,111407,358000,HOT
2317,FORD,FIESTA,2018,68612,450000,HOT
2318,LUXGEN,U7 TURBO,2014,60653,388000,HOT
2319,TOYOTA,VIOS,2016,109615,358000,HOT
2320,LUXGEN,S5 TURBO,2015,71982,488000,HOT
2321,M-BENZ,C180,2011,192507,529000,HOT
2322,MAZDA,MAZDA 3,2012,220297,268000,HOT
2323,AUDI,A4,2015,127273,739000,HOT
2324,TOYOTA,PRIUS C,2014,119834,429000,HOT
2325,TOYOTA,ALTIS,2007,264833,188000,HOT
2326,TOYOTA,RAV4,2017,64724,798000,HOT
2327,SUZUKI,SWIFT,2011,122742,298000,HOT
2328,LUXGEN,U7 TURBO,2015,35499,558000,HOT
2329,TOYOTA,WISH,2015,64854,538000,HOT
2330,LEXUS,ES300h,2012,110385,750000,HOT
2331,TOYOTA,WISH,2010,111094,369000,HOT
2332,LEXUS,IS300h,2013,136777,759000,HOT
2333,HONDA,CR-V,2008,237551,335000,HOT
2334,TOYOTA,VIOS,2014,62981,335000,HOT
2335,FORD,FOCUS 四門,2011,116245,208000,HOT
2336,FORD,FOCUS,2011,135315,300000,HOT
2337,MAZDA,CX-3,2019,11615,788000,HOT
2338,LUXGEN,U7 TURBO,2013,58699,369000,HOT
2339,TOYOTA,CAMRY,2016,64669,578000,HOT
2340,TOYOTA,CAMRY,2006,181189,225000,HOT
2341,TOYOTA,WISH,2008,129600,298000,HOT
2342,FORD,FOCUS,2011,158633,229000,HOT
2343,M-BENZ,V-CLASS,2016,83698,1399000,HOT
2344,BMW,520,2013,52171,918000,HOT
2345,FORD,FOCUS,2011,115599,300000,HOT
2346,VOLKSWAGEN,TIGUAN,2013,128302,479000,HOT
2347,VOLKSWAGEN,GOLF,2010,167389,269000,HOT
2348,MAZDA,MAZDA 5,2010,98745,339000,HOT
2349,TOYOTA,ALTIS,2007,255880,198000,HOT
2350,MITSUBISHI,ZINGER,2013,137626,249000,HOT
2351,FORD,I-MAX,2010,61848,329000,HOT
2352,MAZDA,MAZDA 5,2011,148437,359000,HOT
2353,HONDA,CIVIC,2007,230692,198000,HOT
2354,BMW,X4 M40I,2018,56113,2450000,HOT
2355,NISSAN,TIIDA,2008,134678,196000,HOT
2356,M-BENZ,C300,2015,136317,1100000,HOT
2357,MINI,COOPER S,2018,16338,1198000,HOT
2358,M-BENZ,E300,2017,33141,1890000,HOT
2359,MAZDA,MAZDA 3,2009,90101,218000,HOT
2360,LUXGEN,7 MPV,2011,162489,398000,HOT
2361,M-BENZ,E200,2014,95100,986000,HOT
2362,FORD,ECOSPORT,2014,70918,298000,HOT
2363,TOYOTA,WISH,2008,161292,258000,HOT
2364,VOLKSWAGEN,TIGUAN,2008,165468,245000,HOT
2365,TOYOTA,CAMRY HYBRID,2013,146893,399000,HOT
2366,MINI,COPPER S,2012,169279,658000,HOT
2367,HONDA,CR-V,2007,216414,288000,HOT
2368,TOYOTA,HIACE,2003,54845,278000,HOT
2369,M-BENZ,C180,2019,21906,1550000,HOT
2370,HYUNDAI,SANTA FE,2014,35689,668000,HOT
2371,M-BENZ,GLC 300,2016,70070,1380000,HOT
2372,MINI,COOPER S,2010,123498,558000,HOT
2373,M-BENZ,GLC 300,2017,53622,1680000,HOT
2374,MINI,COOPER S,2010,134616,478000,HOT
2375,NISSAN,TIIDA,2006,138140,178000,HOT
2376,VOLKSWAGEN,POLO,2016,49854,388000,HOT
2377,M-BENZ,GLC 300,2017,53014,1680000,HOT
2378,M-BENZ,C180,2012,66044,598000,HOT
2379,MINI,COPPER,2010,99284,428000,HOT
2380,FORD,FOCUS 五門,2010,108680,280000,HOT
2381,FORD,TIERRA,2007,212857,125000,HOT
2382,TOYOTA,WISH,2007,199761,198000,HOT
2383,VOLKSWAGEN,CADDY,2018,88723,738000,HOT
2384,M-BENZ,GLA200,2016,85362,1170000,HOT
2385,M-BENZ,E200,2012,93141,880000,HOT
2386,AUDI,A3 SEDAN,2010,196724,338000,HOT
2387,HYUNDAI,IX35,2014,108652,458000,HOT
2388,MINI,COOPER,2016,47413,858000,HOT
2389,MITSUBISHI,ZINGER,2007,127977,168000,HOT
2390,PEUGEOT,208,2016,71517,528000,HOT
2391,MAZDA,MAZDA 5,2008,239724,228000,HOT
2392,PEUGEOT,508,2012,169478,328000,HOT
2393,FORD,ESCAPE,2004,227792,108000,HOT
2394,M-BENZ,C200K,2007,119430,438000,HOT
2395,SUBARU,LEGACY,2015,135933,488000,HOT
2396,BMW,316,2013,94261,708000,HOT
2397,BMW,118i,2016,68823,885000,HOT
2398,TOYOTA,VIOS,2004,215070,98000,HOT
2399,TOYOTA,CAMRY,2005,118920,178000,HOT
2400,TOYOTA,ALTIS,2009,89824,266000,HOT
2401,M-BENZ,C250,2013,106972,788000,HOT
2402,SKODA,FABIA,2016,93985,538000,HOT
2403,MAZDA,MAZDA 3,2007,143251,188000,HOT
2404,SKODA,CITIGO,2015,103670,328000,HOT
2405,LEXUS,GS250,2012,178034,680000,HOT
2406,AUDI,Q5,2011,202460,638000,HOT
2407,BMW,318I,2017,70908,998000,HOT
2408,M-BENZ,GLC 300,2018,38828,1690000,HOT
2409,NISSAN,LIVINA,2007,196818,198000,HOT
2410,VOLKSWAGEN,GOLF,2015,208601,478000,HOT
2411,AUDI,A3,2013,86065,628000,HOT
2412,SUZUKI,SWIFT,2011,113626,298000,HOT
2413,PORSCHE,BOXSTER,2010,154944,1238000,HOT
2414,VOLKSWAGEN,TIGUAN,2010,127589,318000,HOT
2415,SUZUKI,SWIFT,2006,226814,138000,HOT
2416,BMW,528I,2013,160902,888000,HOT
2417,AUDI,TT,2008,187385,590000,HOT
2418,PEUGEOT,3008,2009,90973,288000,HOT
2419,MINI,COUNTRYMAN,2014,96947,718000,HOT
2420,VOLKSWAGEN,GOLF,2012,182820,358000,HOT
2421,HONDA,ACCORD,2007,112963,218000,HOT
2422,HONDA,CR-V,2005,147857,168000,HOT
2423,VOLKSWAGEN,TIGUAN,2010,164478,300000,HOT
2424,TOYOTA,VIOS,2005,136810,158000,HOT
2425,PEUGEOT,206,2004,125256,98000,HOT
2426,MAZDA,MAZDA 6,2013,98937,428000,HOT
2427,HONDA,FIT,2009,171616,258000,HOT
2428,SUZUKI,SWIFT,2008,144531,238000,HOT
2429,M-BENZ,C300,2014,112530,1158000,HOT
2430,LUXGEN,7 SUV,2010,151615,238000,HOT
2431,VOLKSWAGEN,TOURAN,2015,155672,488000,HOT
2432,BMW,X1,2015,73166,998000,HOT
2433,TOYOTA,WISH,2005,142619,198000,HOT
2434,PEUGEOT,2008,2017,37824,628000,HOT
2435,MINI,COOPER CLUB MAN,2008,117572,430000,HOT
2436,NISSAN,ROGUE,2013,78306,318000,HOT
2437,FORD,FOCUS 四門,2018,34594,568000,HOT
2438,TOYOTA,PRIUS,2008,143242,278000,HOT
2439,TOYOTA,YARIS,2016,115558,428000,HOT
2440,TOYOTA,ALTIS,2014,200943,378000,HOT
2441,TOYOTA,YARIS,2008,275872,198000,HOT
2442,M-BENZ,E300,2010,166540,686000,HOT
2443,TOYOTA,YARIS,2014,86972,368000,HOT
2444,MAZDA,MAZDA 2,2010,141995,288000,HOT
2445,MAZDA,MAZDA 3,2012,162062,368000,HOT
2446,MINI,COOPER S,2010,128065,578000,HOT
2447,M-BENZ,S350,2007,148950,588000,HOT
2448,MAZDA,MAZDA 3,2019,39487,858000,HOT
2449,TOYOTA,ALTIS,2009,163989,288000,HOT
2450,M-BENZ,CLA250,2014,115579,958000,HOT
2451,TOYOTA,ALTIS,2015,144147,418000,HOT
2452,TOYOTA,ALTIS,2009,128691,266000,HOT
2453,MINI,COOPER S,2012,75971,798000,HOT
2454,HYUNDAI,ELANTRA,2012,106044,358000,HOT
2455,LEXUS,CT200h,2011,201977,588000,HOT
2456,NISSAN,TIIDA 5門,2007,137857,268000,HOT
2457,MITSUBISHI,FORTIS,2010,221097,248000,HOT
2458,HONDA,CIVIC,2008,149856,328000,HOT
2459,HYUNDAI,TUCSON,2008,93138,188000,HOT
2460,TOYOTA,SIENTA,2018,61494,618000,HOT
2461,HYUNDAI,IX35,2016,108159,498000,HOT
2462,HONDA,CIVIC,2008,108292,358000,HOT
2463,TOYOTA,CAMRY,2014,99861,488000,HOT
2464,VOLKSWAGEN,GOLF GTI,2014,94190,898000,HOT
2465,AUDI,A3,2012,125125,598000,HOT
2466,VOLKSWAGEN,TIGUAN,2015,67534,568000,HOT
2467,HYUNDAI,ELANTRA,2014,152281,388000,HOT
2468,TOYOTA,ALTIS,2014,139388,399000,HOT
2469,VOLKSWAGEN,PASSAT,2011,113062,488000,HOT
2470,SUBARU,LEGACY,2010,249569,418000,HOT
2471,TOYOTA,CAMRY HYBRID,2015,104935,528000,HOT
2472,MITSUBISHI,FORTIS,2011,126248,288000,HOT
2473,M-BENZ,C250,2011,90115,738000,HOT
2474,TOYOTA,CAMRY,2009,236701,288000,HOT
2475,NISSAN,TEANA,2011,66448,368000,HOT
2476,MINI,COOPER,2007,93102,398000,HOT
2477,HYUNDAI,IX35,2012,54988,388000,HOT
2478,MINI,COOPER CLUB MAN,2013,108657,888000,HOT
2479,FORD,FOCUS 四門,2018,62960,568000,HOT
2480,MINI,COOPER S,2007,123675,528000,HOT
2481,MAZDA,MAZDA 3,2011,167400,298000,HOT
2482,MINI,COOPER COUNTRY MAN,2011,107986,728000,HOT
2483,NISSAN,TIIDA 5門,2018,4970,638000,HOT
2484,FORD,FOCUS 五門,2013,171451,438000,HOT
2485,FORD,FOCUS 五門,2012,167297,398000,HOT
2486,NISSAN,TIIDA 5門,2015,120641,498000,HOT
2487,M-BENZ,C300,2008,208271,758000,HOT
2488,VOLKSWAGEN,POLO,2016,78192,428000,HOT
2489,VOLKSWAGEN,GOLF GTI,2010,170474,758000,HOT
2490,HYUNDAI,ELANTRA,2019,13321,528000,HOT
2491,SKODA,FABIA,2016,58630,458000,HOT
2492,MINI,COOPER CLUB MAN,2011,70020,678000,HOT
2493,MINI,COOPER S,2007,91328,428000,HOT
2494,BMW,118i,2016,71212,888000,HOT
2495,MINI,COOPER S,2014,66051,828000,HOT
2496,HONDA,HR-V,2017,60430,638000,HOT
2497,MINI,COOPER S,2010,105069,638000,HOT
2498,VOLKSWAGEN,GOLF GTI,2011,103996,658000,HOT
2499,BMW,328I,2013,137036,928000,HOT
2500,HONDA,CR-V,2014,303711,458000,HOT
2501,M-BENZ,C250,2013,98676,828000,HOT
2502,MAZDA,MAZDA 3,2006,55978,198000,HOT
2503,LUXGEN,U6 TURBO,2014,112569,468000,HOT
2504,MAZDA,MAZDA 3,2017,43796,768000,HOT
2505,HONDA,FIT,2016,63573,528000,HOT
2506,TOYOTA,ALTIS,2014,128565,498000,HOT
2507,TOYOTA,ALTIS,2013,47774,398000,HOT
2508,HONDA,CIVIC,2014,78282,498000,HOT
2509,TOYOTA,WISH,2010,216852,398000,HOT
2510,FORD,FOCUS,2016,86536,558000,HOT
2511,TOYOTA,ALTIS,2013,37038,358000,HOT
2512,M-BENZ,E-CLASS COUPE,2010,157115,658000,HOT
2513,TOYOTA,VIOS,2005,177339,168000,HOT
2514,M-BENZ,C250,2011,206660,768000,HOT
2515,VOLKSWAGEN,POLO,2014,66315,398000,HOT
2516,BMW,218i,2015,60841,788000,HOT
2517,BMW,318,2006,172179,298000,HOT
2518,SUZUKI,SWIFT,2011,102709,298000,HOT
2519,MINI,COOPER S,2012,115906,880000,HOT
2520,M-BENZ,C250,2012,96448,798000,HOT
2521,VOLVO,V50,2012,141596,428000,HOT
2522,M-BENZ,GLE43,2017,110959,2298000,HOT
2523,TOYOTA,CAMRY,2008,246703,238000,HOT
2524,TOYOTA,PREVIA,2006,174023,400000,HOT
2525,LEXUS,RX270,2013,136858,720000,HOT
2526,VOLKSWAGEN,GOLF VARIANT,2012,129105,368000,HOT
2527,BMW,328I,2013,124845,950000,HOT
2528,M-BENZ,C43 AMG,2017,47766,2280000,HOT
2529,LEXUS,RX270,2015,54427,968000,HOT
2530,M-BENZ,CLA250,2014,73257,1050000,HOT
2531,M-BENZ,CLA250,2014,135026,1050000,HOT
2532,M-BENZ,CLA250,2014,155624,1050000,HOT
2533,M-BENZ,C300,2015,63528,1300000,HOT
2534,MAZDA,MAZDA 3,2008,101539,185000,HOT
2535,LEXUS,RX450h,2011,220283,588000,HOT
2536,VOLKSWAGEN,PHAETON,2011,97697,758000,HOT
2537,TOYOTA,SIENNA,2004,141180,385000,HOT
2538,M-BENZ,CLA250,2015,88708,1098000,HOT
2539,MAZDA,MPV,2000,219869,98000,HOT
2540,BMW,X5,2007,143876,485000,HOT
2541,SUZUKI,CARRY,2013,121845,279000,HOT
2542,VOLKSWAGEN,GOLF GTI,2007,209666,358000,HOT
2543,MAZDA,TRIBUTE,2006,181642,168000,HOT
2544,M-BENZ,GLC 300,2017,55726,2180000,HOT
2545,MAZDA,MAZDA 2,2008,212971,238000,HOT
2546,TOYOTA,YARIS,2006,146797,218000,HOT
2547,MCC,SMART FORTWO,2018,34137,666666,HOT
2548,AUDI,A6,2010,194779,388000,HOT
2549,MAZDA,MAZDA 5,2008,135238,268000,HOT
2550,BMW,X5,2011,100137,860000,HOT
2551,M-BENZ,E240,2004,111104,200000,HOT
2552,M-BENZ,SLK200,2011,92913,950000,HOT
2553,VOLVO,XC90,2012,151467,900000,HOT
2554,SMART,FORTWO,2016,72287,498000,HOT
2555,VOLKSWAGEN,T6 CARAVELLE,2017,121487,1170000,HOT
2556,VOLKSWAGEN,GOLF,2011,177566,358000,HOT
2557,FORD,ESCAPE,2008,131866,188000,HOT
2558,BMW,1 SERIES HATCHBACK,2017,72663,1170000,HOT
2559,BMW,335I,2009,185457,688000,HOT
2560,TOYOTA,ZACE,2006,116991,168000,HOT
2561,M-BENZ,C200,2010,122304,698000,HOT
2562,SKODA,FABIA,2015,147590,600000,HOT
2563,M-BENZ,C300,2008,153368,389000,HOT
2564,VOLKSWAGEN,TIGUAN,2014,108199,399000,HOT
2565,VOLKSWAGEN,T6 CARAVELLE,2019,27074,1198000,HOT
2566,TOYOTA,ALTIS,2008,74244,238000,HOT
2567,MAZDA,MAZDA 3,2015,72469,508000,HOT
2568,LEXUS,CT200h,2011,146110,588000,HOT
2569,MITSUBISHI,ZINGER,2009,240066,178000,HOT
2570,M-BENZ,E200,2011,108716,590000,HOT
2571,M-BENZ,SLK200,2013,59866,1068000,HOT
2572,AUDI,A7,2013,71948,958000,HOT
2573,AUDI,A5,2014,119393,738000,HOT
2574,M-BENZ,V-CLASS,2016,88087,1268000,HOT
2575,AUDI,A3,2016,52503,838000,HOT
2576,AUDI,A4,2013,93787,628000,HOT
2577,VOLKSWAGEN,PASSAT,2016,67925,738000,HOT
2578,FORD,FOCUS 五門,2013,177375,430000,HOT
2579,VOLKSWAGEN,TIGUAN,2012,129542,428000,HOT
2580,M-BENZ,C250,2012,196510,728000,HOT
2581,VOLKSWAGEN,GOLF,2016,58637,688000,HOT
2582,BMW,120I,2005,241748,198000,HOT
2583,FORD,ESCAPE,2005,211797,128000,HOT
2584,SMART,FORTWO,2015,62074,438000,HOT
2585,FORD,FOCUS 四門,2009,203665,198000,HOT
2586,FORD,FOCUS 五門,2005,187301,188000,HOT
2587,M-BENZ,A180,2019,5926,1280000,HOT
2588,FORD,FOCUS 五門,2008,214021,228000,HOT
2589,FORD,FOCUS,2012,153686,300000,HOT
2590,M-BENZ,S350,2014,39595,1468000,HOT
2591,M-BENZ,C300,2015,112733,1250000,HOT
2592,M-BENZ,C300,2018,44356,1700000,HOT
2593,M-BENZ,C250,2014,122747,808000,HOT
2594,VOLKSWAGEN,POLO,2014,98447,298000,HOT
2595,FORD,FOCUS 五門,2014,125117,398000,HOT
2596,M-BENZ,CLA250,2013,102197,960000,HOT
2597,LUXGEN,7 SUV,2012,116005,198000,HOT
2598,BMW,1 SERIES,2013,109263,698000,HOT
2599,M-BENZ,C300,2011,125271,585000,HOT
2600,BMW,520D GT,2015,72304,1090000,HOT
2601,BMW,328I,2012,115732,850000,HOT
2602,M-BENZ,A45 AMG,2015,25772,1510000,HOT
2603,BMW,3 SERIES,2013,96670,1000000,HOT
2604,BMW,330,2007,199512,298000,HOT
2605,VOLKSWAGEN,GOLF GTI,2017,82622,1388000,HOT
2606,VOLKSWAGEN,POLO,2019,33690,698000,HOT
2607,SSANGYONG,STAVIC,2006,210925,298000,HOT
2608,AUDI,Q7,2008,185002,568000,HOT
2609,INFINITI,Q30,2018,38961,938000,HOT
2610,MITSUBISHI,VERYCA,2016,113505,328000,HOT
2611,BMW,218D,2015,86855,828000,HOT
2612,TOYOTA,YARIS,2007,167528,218000,HOT
2613,TOYOTA,WISH,2007,130409,258000,HOT
2614,TOYOTA,ZACE,2005,228365,158000,HOT
2615,TOYOTA,ZACE,2005,116248,178000,HOT
2616,MINI,COOPER COUNTRY MAN,2011,136222,598000,HOT
2617,NISSAN,SENTRA M1,2005,140869,138000,HOT
2618,MAZDA,PREMACY,2005,167452,98000,HOT
2619,TOYOTA,COROLLA CROSS HYBRID,2020,12742,768000,HOT
2620,FORD,FOCUS,2013,114226,388000,HOT
2621,TOYOTA,YARIS,2018,55253,438000,HOT
2622,HONDA,CIVIC,2008,80355,288000,HOT
2623,SUZUKI,SX4,2007,215436,228000,HOT
2624,M-BENZ,GLC 300,2018,55222,1790000,HOT
2625,VOLKSWAGEN,GOLF GTI,2015,52985,1020000,HOT
2626,HONDA,CIVIC,2009,386102,368000,HOT
2627,MAZDA,MAZDA3 5門,2010,193372,288000,HOT
2628,BMW,740LI,2013,60718,1100000,HOT
2629,HONDA,CIVIC,2015,137730,388000,HOT
2630,SUZUKI,SWIFT,2006,116185,178000,HOT
2631,SKODA,FABIA COMBI,2016,128540,518000,HOT
2632,M-BENZ,E280,2008,139779,435000,HOT
2633,M-BENZ,E350,2006,178336,480000,HOT
2634,NISSAN,TIIDA 5門,2013,120042,338000,HOT
2635,FORD,FOCUS,2014,121683,358000,HOT
2636,VOLKSWAGEN,TIGUAN,2017,55449,968000,HOT
2637,HYUNDAI,SANTA FE,2015,57421,688000,HOT
2638,BMW,220i,2014,74033,788000,HOT
2639,M-BENZ,GLC 300,2016,61945,1880000,HOT
2640,M-BENZ,C250,2013,133439,698000,HOT
2641,TOYOTA,CAMRY,2013,200934,388000,HOT
2642,HYUNDAI,SANTA FE,2014,148973,565000,HOT
2643,AUDI,A6,2016,37217,1380000,HOT
2644,LEXUS,IS300h,2013,105508,800000,HOT
2645,FORD,FOCUS,2019,55873,798000,HOT
2646,VOLKSWAGEN,GOLF,2012,178660,268000,HOT
2647,HONDA,CR-V,2007,222327,258000,HOT
2648,MITSUBISHI,ZINGER,2006,191324,138000,HOT
2649,AUDI,A3,2007,262529,298000,HOT
2650,M-BENZ,CLA-CLASS,2015,35424,1198000,HOT
2651,FORD,FOCUS 五門,2014,154000,388000,HOT
